Indicator,State,Phase,Time Period,Time Period Start Date,Time Period End Date,Percent of Population,Region
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.6,51,2022-11-02,2022-11-14,34.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.6,51,2022-11-02,2022-11-14,38.0,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.6,51,2022-11-02,2022-11-14,31.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.6,51,2022-11-02,2022-11-14,29.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.6,51,2022-11-02,2022-11-14,36.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.6,51,2022-11-02,2022-11-14,37.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.6,51,2022-11-02,2022-11-14,38.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.6,51,2022-11-02,2022-11-14,33.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.6,51,2022-11-02,2022-11-14,35.6,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.6,51,2022-11-02,2022-11-14,32.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.6,51,2022-11-02,2022-11-14,33.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.6,51,2022-11-02,2022-11-14,37.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.6,51,2022-11-02,2022-11-14,30.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.6,51,2022-11-02,2022-11-14,35.6,West
Symptoms of Depressive Disorder,Alabama,3.7,52,2022-12-09,2022-12-19,27.1,South
Symptoms of Depressive Disorder,Alaska,3.7,52,2022-12-09,2022-12-19,27.1,West
Symptoms of Depressive Disorder,Arizona,3.7,52,2022-12-09,2022-12-19,23.0,West
Symptoms of Depressive Disorder,Arkansas,3.7,52,2022-12-09,2022-12-19,26.1,South
Symptoms of Depressive Disorder,California,3.7,52,2022-12-09,2022-12-19,23.2,West
Symptoms of Depressive Disorder,Colorado,3.7,52,2022-12-09,2022-12-19,19.2,West
Symptoms of Depressive Disorder,Connecticut,3.7,52,2022-12-09,2022-12-19,17.9,Northeast
Symptoms of Depressive Disorder,Delaware,3.7,52,2022-12-09,2022-12-19,13.7,South
Symptoms of Depressive Disorder,District of Columbia,3.7,52,2022-12-09,2022-12-19,16.4,South
Symptoms of Depressive Disorder,Florida,3.7,52,2022-12-09,2022-12-19,25.6,South
Symptoms of Depressive Disorder,Georgia,3.7,52,2022-12-09,2022-12-19,27.4,South
Symptoms of Depressive Disorder,Hawaii,3.7,52,2022-12-09,2022-12-19,25.3,West
Symptoms of Depressive Disorder,Idaho,3.7,52,2022-12-09,2022-12-19,19.5,West
Symptoms of Depressive Disorder,Illinois,3.7,52,2022-12-09,2022-12-19,21.7,Midwest
Symptoms of Depressive Disorder,Indiana,3.7,52,2022-12-09,2022-12-19,24.5,Midwest
Symptoms of Depressive Disorder,Iowa,3.7,52,2022-12-09,2022-12-19,21.1,Midwest
Symptoms of Depressive Disorder,Kansas,3.7,52,2022-12-09,2022-12-19,22.9,Midwest
Symptoms of Depressive Disorder,Kentucky,3.7,52,2022-12-09,2022-12-19,28.1,South
Symptoms of Depressive Disorder,Louisiana,3.7,52,2022-12-09,2022-12-19,32.0,South
Symptoms of Depressive Disorder,Maine,3.7,52,2022-12-09,2022-12-19,19.7,Northeast
Symptoms of Depressive Disorder,Maryland,3.7,52,2022-12-09,2022-12-19,19.8,South
Symptoms of Depressive Disorder,Massachusetts,3.7,52,2022-12-09,2022-12-19,21.3,Northeast
Symptoms of Depressive Disorder,Michigan,3.7,52,2022-12-09,2022-12-19,25.4,Midwest
Symptoms of Depressive Disorder,Minnesota,3.7,52,2022-12-09,2022-12-19,18.5,Midwest
Symptoms of Depressive Disorder,Mississippi,3.7,52,2022-12-09,2022-12-19,28.8,South
Symptoms of Depressive Disorder,Missouri,3.7,52,2022-12-09,2022-12-19,23.8,Midwest
Symptoms of Depressive Disorder,Montana,3.7,52,2022-12-09,2022-12-19,24.5,West
Symptoms of Depressive Disorder,Nebraska,3.7,52,2022-12-09,2022-12-19,22.4,Midwest
Symptoms of Depressive Disorder,Nevada,3.7,52,2022-12-09,2022-12-19,26.5,West
Symptoms of Depressive Disorder,New Hampshire,3.7,52,2022-12-09,2022-12-19,22.0,Northeast
Symptoms of Depressive Disorder,New Jersey,3.7,52,2022-12-09,2022-12-19,18.7,Northeast
Symptoms of Depressive Disorder,New Mexico,3.7,52,2022-12-09,2022-12-19,22.2,West
Symptoms of Depressive Disorder,New York,3.7,52,2022-12-09,2022-12-19,22.7,Northeast
Symptoms of Depressive Disorder,North Carolina,3.7,52,2022-12-09,2022-12-19,20.6,South
Symptoms of Depressive Disorder,North Dakota,3.7,52,2022-12-09,2022-12-19,23.1,Midwest
Symptoms of Depressive Disorder,Ohio,3.7,52,2022-12-09,2022-12-19,24.1,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.7,52,2022-12-09,2022-12-19,27.1,South
Symptoms of Depressive Disorder,Oregon,3.7,52,2022-12-09,2022-12-19,26.8,West
Symptoms of Depressive Disorder,Pennsylvania,3.7,52,2022-12-09,2022-12-19,22.9,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.7,52,2022-12-09,2022-12-19,20.6,Northeast
Symptoms of Depressive Disorder,South Carolina,3.7,52,2022-12-09,2022-12-19,24.5,South
Symptoms of Depressive Disorder,South Dakota,3.7,52,2022-12-09,2022-12-19,15.7,Midwest
Symptoms of Depressive Disorder,Tennessee,3.7,52,2022-12-09,2022-12-19,24.0,South
Symptoms of Depressive Disorder,Texas,3.7,52,2022-12-09,2022-12-19,27.1,South
Symptoms of Depressive Disorder,Utah,3.7,52,2022-12-09,2022-12-19,22.6,West
Symptoms of Depressive Disorder,Vermont,3.7,52,2022-12-09,2022-12-19,16.5,Northeast
Symptoms of Depressive Disorder,Virginia,3.7,52,2022-12-09,2022-12-19,23.5,South
Symptoms of Depressive Disorder,Washington,3.7,52,2022-12-09,2022-12-19,20.6,West
Symptoms of Depressive Disorder,West Virginia,3.7,52,2022-12-09,2022-12-19,28.0,South
Symptoms of Depressive Disorder,Wisconsin,3.7,52,2022-12-09,2022-12-19,20.2,Midwest
Symptoms of Depressive Disorder,Wyoming,3.7,52,2022-12-09,2022-12-19,26.5,West
Symptoms of Anxiety Disorder,Alabama,3.7,52,2022-12-09,2022-12-19,32.2,South
Symptoms of Anxiety Disorder,Alaska,3.7,52,2022-12-09,2022-12-19,31.6,West
Symptoms of Anxiety Disorder,Arizona,3.7,52,2022-12-09,2022-12-19,27.3,West
Symptoms of Anxiety Disorder,Arkansas,3.7,52,2022-12-09,2022-12-19,32.1,South
Symptoms of Anxiety Disorder,California,3.7,52,2022-12-09,2022-12-19,27.1,West
Symptoms of Anxiety Disorder,Colorado,3.7,52,2022-12-09,2022-12-19,27.9,West
Symptoms of Anxiety Disorder,Connecticut,3.7,52,2022-12-09,2022-12-19,24.1,Northeast
Symptoms of Anxiety Disorder,Delaware,3.7,52,2022-12-09,2022-12-19,25.9,South
Symptoms of Anxiety Disorder,District of Columbia,3.7,52,2022-12-09,2022-12-19,26.7,South
Symptoms of Anxiety Disorder,Florida,3.7,52,2022-12-09,2022-12-19,31.1,South
Symptoms of Anxiety Disorder,Georgia,3.7,52,2022-12-09,2022-12-19,33.5,South
Symptoms of Anxiety Disorder,Hawaii,3.7,52,2022-12-09,2022-12-19,25.8,West
Symptoms of Anxiety Disorder,Idaho,3.7,52,2022-12-09,2022-12-19,25.8,West
Symptoms of Anxiety Disorder,Illinois,3.7,52,2022-12-09,2022-12-19,26.8,Midwest
Symptoms of Anxiety Disorder,Indiana,3.7,52,2022-12-09,2022-12-19,30.2,Midwest
Symptoms of Anxiety Disorder,Iowa,3.7,52,2022-12-09,2022-12-19,28.2,Midwest
Symptoms of Anxiety Disorder,Kansas,3.7,52,2022-12-09,2022-12-19,28.7,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.7,52,2022-12-09,2022-12-19,33.2,South
Symptoms of Anxiety Disorder,Louisiana,3.7,52,2022-12-09,2022-12-19,33.1,South
Symptoms of Anxiety Disorder,Maine,3.7,52,2022-12-09,2022-12-19,30.9,Northeast
Symptoms of Anxiety Disorder,Maryland,3.7,52,2022-12-09,2022-12-19,24.8,South
Symptoms of Anxiety Disorder,Massachusetts,3.7,52,2022-12-09,2022-12-19,27.9,Northeast
Symptoms of Anxiety Disorder,Michigan,3.7,52,2022-12-09,2022-12-19,28.7,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.7,52,2022-12-09,2022-12-19,23.9,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.7,52,2022-12-09,2022-12-19,31.6,South
Symptoms of Anxiety Disorder,Missouri,3.7,52,2022-12-09,2022-12-19,31.3,Midwest
Symptoms of Anxiety Disorder,Montana,3.7,52,2022-12-09,2022-12-19,33.2,West
Symptoms of Anxiety Disorder,Nebraska,3.7,52,2022-12-09,2022-12-19,28.1,Midwest
Symptoms of Anxiety Disorder,Nevada,3.7,52,2022-12-09,2022-12-19,37.4,West
Symptoms of Anxiety Disorder,New Hampshire,3.7,52,2022-12-09,2022-12-19,29.6,Northeast
Symptoms of Anxiety Disorder,New Jersey,3.7,52,2022-12-09,2022-12-19,28.4,Northeast
Symptoms of Anxiety Disorder,New Mexico,3.7,52,2022-12-09,2022-12-19,27.7,West
Symptoms of Anxiety Disorder,New York,3.7,52,2022-12-09,2022-12-19,30.2,Northeast
Symptoms of Anxiety Disorder,North Carolina,3.7,52,2022-12-09,2022-12-19,25.6,South
Symptoms of Anxiety Disorder,North Dakota,3.7,52,2022-12-09,2022-12-19,26.8,Midwest
Symptoms of Anxiety Disorder,Ohio,3.7,52,2022-12-09,2022-12-19,28.0,Midwest
Symptoms of Anxiety Disorder,Oklahoma,3.7,52,2022-12-09,2022-12-19,32.5,South
Symptoms of Anxiety Disorder,Oregon,3.7,52,2022-12-09,2022-12-19,31.4,West
Symptoms of Anxiety Disorder,Pennsylvania,3.7,52,2022-12-09,2022-12-19,28.8,Northeast
Symptoms of Anxiety Disorder,Rhode Island,3.7,52,2022-12-09,2022-12-19,30.7,Northeast
Symptoms of Anxiety Disorder,South Carolina,3.7,52,2022-12-09,2022-12-19,31.9,South
Symptoms of Anxiety Disorder,South Dakota,3.7,52,2022-12-09,2022-12-19,19.6,Midwest
Symptoms of Anxiety Disorder,Tennessee,3.7,52,2022-12-09,2022-12-19,30.1,South
Symptoms of Anxiety Disorder,Texas,3.7,52,2022-12-09,2022-12-19,31.3,South
Symptoms of Anxiety Disorder,Utah,3.7,52,2022-12-09,2022-12-19,29.2,West
Symptoms of Anxiety Disorder,Vermont,3.7,52,2022-12-09,2022-12-19,24.3,Northeast
Symptoms of Anxiety Disorder,Virginia,3.7,52,2022-12-09,2022-12-19,29.3,South
Symptoms of Anxiety Disorder,Washington,3.7,52,2022-12-09,2022-12-19,25.3,West
Symptoms of Anxiety Disorder,West Virginia,3.7,52,2022-12-09,2022-12-19,33.3,South
Symptoms of Anxiety Disorder,Wisconsin,3.7,52,2022-12-09,2022-12-19,24.4,Midwest
Symptoms of Anxiety Disorder,Wyoming,3.7,52,2022-12-09,2022-12-19,28.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,3.7,52,2022-12-09,2022-12-19,36.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,3.7,52,2022-12-09,2022-12-19,35.4,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,3.7,52,2022-12-09,2022-12-19,31.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,3.7,52,2022-12-09,2022-12-19,37.0,South
Symptoms of Anxiety Disorder or Depressive Disorder,California,3.7,52,2022-12-09,2022-12-19,33.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,3.7,52,2022-12-09,2022-12-19,31.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,3.7,52,2022-12-09,2022-12-19,26.7,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,3.7,52,2022-12-09,2022-12-19,27.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,3.7,52,2022-12-09,2022-12-19,30.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Florida,3.7,52,2022-12-09,2022-12-19,35.5,South
Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,3.7,52,2022-12-09,2022-12-19,36.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,3.7,52,2022-12-09,2022-12-19,35.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,3.7,52,2022-12-09,2022-12-19,29.6,West
Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,3.7,52,2022-12-09,2022-12-19,29.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,3.7,52,2022-12-09,2022-12-19,36.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,3.7,52,2022-12-09,2022-12-19,32.2,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,3.7,52,2022-12-09,2022-12-19,32.6,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,3.7,52,2022-12-09,2022-12-19,38.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,3.7,52,2022-12-09,2022-12-19,40.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Maine,3.7,52,2022-12-09,2022-12-19,33.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,3.7,52,2022-12-09,2022-12-19,27.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,3.7,52,2022-12-09,2022-12-19,32.5,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,3.7,52,2022-12-09,2022-12-19,33.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,3.7,52,2022-12-09,2022-12-19,26.7,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,3.7,52,2022-12-09,2022-12-19,38.1,South
Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,3.7,52,2022-12-09,2022-12-19,35.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Montana,3.7,52,2022-12-09,2022-12-19,36.0,West
Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,3.7,52,2022-12-09,2022-12-19,32.9,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,3.7,52,2022-12-09,2022-12-19,41.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,3.7,52,2022-12-09,2022-12-19,34.1,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,3.7,52,2022-12-09,2022-12-19,30.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,3.7,52,2022-12-09,2022-12-19,32.9,West
Symptoms of Anxiety Disorder or Depressive Disorder,New York,3.7,52,2022-12-09,2022-12-19,34.4,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,3.7,52,2022-12-09,2022-12-19,30.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,3.7,52,2022-12-09,2022-12-19,31.0,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,3.7,52,2022-12-09,2022-12-19,33.4,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,3.7,52,2022-12-09,2022-12-19,37.6,South
Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,3.7,52,2022-12-09,2022-12-19,37.2,West
Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,3.7,52,2022-12-09,2022-12-19,32.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,3.7,52,2022-12-09,2022-12-19,31.8,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,3.7,52,2022-12-09,2022-12-19,35.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,3.7,52,2022-12-09,2022-12-19,24.5,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,3.7,52,2022-12-09,2022-12-19,34.2,South
Symptoms of Anxiety Disorder or Depressive Disorder,Texas,3.7,52,2022-12-09,2022-12-19,36.3,South
Symptoms of Anxiety Disorder or Depressive Disorder,Utah,3.7,52,2022-12-09,2022-12-19,33.3,West
Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,3.7,52,2022-12-09,2022-12-19,26.2,Northeast
Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,3.7,52,2022-12-09,2022-12-19,33.8,South
Symptoms of Anxiety Disorder or Depressive Disorder,Washington,3.7,52,2022-12-09,2022-12-19,30.1,West
Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,3.7,52,2022-12-09,2022-12-19,38.9,South
Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,3.7,52,2022-12-09,2022-12-19,29.1,Midwest
Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,3.7,52,2022-12-09,2022-12-19,34.2,West
Symptoms of Depressive Disorder,Alabama,3.7,53,2023-01-04,2023-01-16,28.3,South
Symptoms of Depressive Disorder,Alaska,3.7,53,2023-01-04,2023-01-16,22.3,West
Symptoms of Depressive Disorder,Arizona,3.7,53,2023-01-04,2023-01-16,22.7,West
Symptoms of Depressive Disorder,Arkansas,3.7,53,2023-01-04,2023-01-16,21.7,South
Symptoms of Depressive Disorder,California,3.7,53,2023-01-04,2023-01-16,22.1,West
Symptoms of Depressive Disorder,Colorado,3.7,53,2023-01-04,2023-01-16,21.8,West
Symptoms of Depressive Disorder,Connecticut,3.7,53,2023-01-04,2023-01-16,19.6,Northeast
Symptoms of Depressive Disorder,Delaware,3.7,53,2023-01-04,2023-01-16,21.0,South
Symptoms of Depressive Disorder,District of Columbia,3.7,53,2023-01-04,2023-01-16,15.2,South
Symptoms of Depressive Disorder,Florida,3.7,53,2023-01-04,2023-01-16,21.6,South
Symptoms of Depressive Disorder,Georgia,3.7,53,2023-01-04,2023-01-16,25.0,South
Symptoms of Depressive Disorder,Hawaii,3.7,53,2023-01-04,2023-01-16,17.2,West
Symptoms of Depressive Disorder,Idaho,3.7,53,2023-01-04,2023-01-16,25.3,West
Symptoms of Depressive Disorder,Illinois,3.7,53,2023-01-04,2023-01-16,18.2,Midwest
Symptoms of Depressive Disorder,Indiana,3.7,53,2023-01-04,2023-01-16,21.4,Midwest
Symptoms of Depressive Disorder,Iowa,3.7,53,2023-01-04,2023-01-16,19.1,Midwest
Symptoms of Depressive Disorder,Kansas,3.7,53,2023-01-04,2023-01-16,22.4,Midwest
Symptoms of Depressive Disorder,Kentucky,3.7,53,2023-01-04,2023-01-16,24.5,South
Symptoms of Depressive Disorder,Louisiana,3.7,53,2023-01-04,2023-01-16,30.8,South
Symptoms of Depressive Disorder,Maine,3.7,53,2023-01-04,2023-01-16,17.4,Northeast
Symptoms of Depressive Disorder,Maryland,3.7,53,2023-01-04,2023-01-16,17.9,South
Symptoms of Depressive Disorder,Massachusetts,3.7,53,2023-01-04,2023-01-16,21.5,Northeast
Symptoms of Depressive Disorder,Michigan,3.7,53,2023-01-04,2023-01-16,23.2,Midwest
Symptoms of Depressive Disorder,Minnesota,3.7,53,2023-01-04,2023-01-16,17.6,Midwest
Symptoms of Depressive Disorder,Mississippi,3.7,53,2023-01-04,2023-01-16,24.6,South
Symptoms of Depressive Disorder,Missouri,3.7,53,2023-01-04,2023-01-16,20.4,Midwest
Symptoms of Depressive Disorder,Montana,3.7,53,2023-01-04,2023-01-16,20.5,West
Symptoms of Depressive Disorder,Nebraska,3.7,53,2023-01-04,2023-01-16,19.8,Midwest
Symptoms of Depressive Disorder,Nevada,3.7,53,2023-01-04,2023-01-16,22.6,West
Symptoms of Depressive Disorder,New Hampshire,3.7,53,2023-01-04,2023-01-16,21.2,Northeast
Symptoms of Depressive Disorder,New Jersey,3.7,53,2023-01-04,2023-01-16,22.1,Northeast
Symptoms of Depressive Disorder,New Mexico,3.7,53,2023-01-04,2023-01-16,22.3,West
Symptoms of Depressive Disorder,New York,3.7,53,2023-01-04,2023-01-16,22.9,Northeast
Symptoms of Depressive Disorder,North Carolina,3.7,53,2023-01-04,2023-01-16,19.7,South
Symptoms of Depressive Disorder,North Dakota,3.7,53,2023-01-04,2023-01-16,21.1,Midwest
Symptoms of Depressive Disorder,Ohio,3.7,53,2023-01-04,2023-01-16,23.1,Midwest
Symptoms of Depressive Disorder,Oklahoma,3.7,53,2023-01-04,2023-01-16,22.2,South
Symptoms of Depressive Disorder,Oregon,3.7,53,2023-01-04,2023-01-16,21.2,West
Symptoms of Depressive Disorder,Pennsylvania,3.7,53,2023-01-04,2023-01-16,23.5,Northeast
Symptoms of Depressive Disorder,Rhode Island,3.7,53,2023-01-04,2023-01-16,16.8,Northeast
Symptoms of Depressive Disorder,South Carolina,3.7,53,2023-01-04,2023-01-16,22.2,South
Symptoms of Depressive Disorder,South Dakota,3.7,53,2023-01-04,2023-01-16,15.6,Midwest
Symptoms of Depressive Disorder,Tennessee,3.7,53,2023-01-04,2023-01-16,22.2,South
Symptoms of Depressive Disorder,Texas,3.7,53,2023-01-04,2023-01-16,25.8,South
Symptoms of Depressive Disorder,Utah,3.7,53,2023-01-04,2023-01-16,22.9,West
Symptoms of Depressive Disorder,Vermont,3.7,53,2023-01-04,2023-01-16,21.3,Northeast
Symptoms of Depressive Disorder,Virginia,3.7,53,2023-01-04,2023-01-16,18.1,South
Symptoms of Depressive Disorder,Washington,3.7,53,2023-01-04,2023-01-16,22.3,West
Symptoms of Depressive Disorder,West Virginia,3.7,53,2023-01-04,2023-01-16,25.6,South
Symptoms of Depressive Disorder,Wisconsin,3.7,53,2023-01-04,2023-01-16,19.2,Midwest
Symptoms of Depressive Disorder,Wyoming,3.7,53,2023-01-04,2023-01-16,19.4,West
Symptoms of Anxiety Disorder,Alabama,3.7,53,2023-01-04,2023-01-16,33.0,South
Symptoms of Anxiety Disorder,Alaska,3.7,53,2023-01-04,2023-01-16,27.2,West
Symptoms of Anxiety Disorder,Arizona,3.7,53,2023-01-04,2023-01-16,28.4,West
Symptoms of Anxiety Disorder,Arkansas,3.7,53,2023-01-04,2023-01-16,25.5,South
Symptoms of Anxiety Disorder,California,3.7,53,2023-01-04,2023-01-16,27.0,West
Symptoms of Anxiety Disorder,Colorado,3.7,53,2023-01-04,2023-01-16,28.5,West
Symptoms of Anxiety Disorder,Connecticut,3.7,53,2023-01-04,2023-01-16,27.4,Northeast
Symptoms of Anxiety Disorder,Delaware,3.7,53,2023-01-04,2023-01-16,27.2,South
Symptoms of Anxiety Disorder,District of Columbia,3.7,53,2023-01-04,2023-01-16,23.0,South
Symptoms of Anxiety Disorder,Florida,3.7,53,2023-01-04,2023-01-16,29.4,South
Symptoms of Anxiety Disorder,Georgia,3.7,53,2023-01-04,2023-01-16,28.5,South
Symptoms of Anxiety Disorder,Hawaii,3.7,53,2023-01-04,2023-01-16,22.3,West
Symptoms of Anxiety Disorder,Idaho,3.7,53,2023-01-04,2023-01-16,30.1,West
Symptoms of Anxiety Disorder,Illinois,3.7,53,2023-01-04,2023-01-16,26.5,Midwest
Symptoms of Anxiety Disorder,Indiana,3.7,53,2023-01-04,2023-01-16,26.7,Midwest
Symptoms of Anxiety Disorder,Iowa,3.7,53,2023-01-04,2023-01-16,23.3,Midwest
Symptoms of Anxiety Disorder,Kansas,3.7,53,2023-01-04,2023-01-16,28.8,Midwest
Symptoms of Anxiety Disorder,Kentucky,3.7,53,2023-01-04,2023-01-16,29.3,South
Symptoms of Anxiety Disorder,Louisiana,3.7,53,2023-01-04,2023-01-16,30.7,South
Symptoms of Anxiety Disorder,Maine,3.7,53,2023-01-04,2023-01-16,23.3,Northeast
Symptoms of Anxiety Disorder,Maryland,3.7,53,2023-01-04,2023-01-16,24.5,South
Symptoms of Anxiety Disorder,Massachusetts,3.7,53,2023-01-04,2023-01-16,27.0,Northeast
Symptoms of Anxiety Disorder,Michigan,3.7,53,2023-01-04,2023-01-16,28.2,Midwest
Symptoms of Anxiety Disorder,Minnesota,3.7,53,2023-01-04,2023-01-16,23.3,Midwest
Symptoms of Anxiety Disorder,Mississippi,3.7,53,2023-01-04,2023-01-16,28.6,South
Symptoms of Anxiety Disorder,Missouri,3.7,53,2023-01-04,2023-01-16,26.9,Midwest
